ID,probability,label
98800597,0.0040222663,0
98800598,0.010896586,0
98800599,0.026644045,0
98800600,0.012696382,0
98800601,0.99357927,1
98800602,0.9996208,1
98800603,0.99258476,1
98800604,0.035411537,0
98800605,0.9935755,1
98800606,0.060611468,0
98800607,0.991072,1
98800608,0.9741407,1
98800609,0.9950588,1
98800610,0.9798139,1
98800611,0.9989151,1
98800612,0.21440703,0
98800613,0.9989237,1
98800614,0.013704358,0
98800615,0.7924587,1
98800616,0.0003864952,0
98800617,0.9989434,1
98800618,0.0134149445,0
98800619,0.9969625,1
98800620,0.1568502,0
98800621,0.96650875,1
98800622,0.94873095,1
98800623,0.00064436474,0
98800624,0.0032220725,0
98800625,0.0016197778,0
98800626,0.6196453,1
98800627,0.0011849982,0
98800628,0.99614114,1
98800629,0.99565953,1
98800630,0.02833108,0
98800631,0.99942136,1
98800632,0.27390394,0
98800633,0.8760059,1
98800634,0.9993759,1
98800635,0.012073755,0
98800636,0.7622755,1
98800637,0.9984499,1
98800638,0.034366388,0
98800639,0.103533864,0
98800640,0.99726945,1
98800641,0.9951321,1
98800642,0.0095514655,0
98800643,0.0070786835,0
98800644,0.9890476,1
98800645,0.27431488,0
98800646,0.91102964,1
98800647,0.9825165,1
98800648,0.4262278,0
98800649,0.009661019,0
98800650,0.99621457,1
98800651,0.9987987,1
98800652,0.9995146,1
98800653,0.0010228095,0
98800654,0.0014600875,0
98800655,0.049489103,0
98800656,0.0019269071,0
98800657,0.99927014,1
98800658,0.020642292,0
98800659,0.2369153,0
98800660,0.5404124,0
98800661,0.99817455,1
98800662,0.4704263,0
98800663,0.99951375,1
98800664,0.9992818,1
98800665,0.9999335,1
98800666,0.055280652,0
98800667,0.99564147,1
98800668,0.02414117,0
98800669,0.056460064,0
98800670,0.995806,1
98800671,0.0015562093,0
98800672,0.9993253,1
98800673,0.99828184,1
98800674,0.00062803505,0
98800675,0.67373985,1
98800676,0.9993048,1
98800677,0.0009941576,0
98800678,0.011969091,0
98800679,0.9971294,1
98800680,0.0015136091,0
98800681,0.99778855,1
98800682,0.03845313,0
98800683,0.99639434,1
98800684,0.9340302,1
98800685,0.0005307993,0
98800686,0.999546,1
98800687,0.009452917,0
98800688,0.99942756,1
98800689,0.99810505,1
98800690,0.9992083,1
98800691,0.01448538,0
98800692,0.0015245948,0
98800693,0.004625071,0
98800694,0.008630626,0
98800695,0.9989925,1
98800696,0.016490782,0
98800697,0.0026088792,0
98800698,0.99875224,1
98800699,0.9898953,1
98800700,0.9989028,1
98800701,0.9991892,1
98800702,0.99422234,1
98800703,0.99958664,1
98800704,0.99801683,1
98800705,0.91021323,1
98800706,0.0019926357,0
98800707,0.00047000515,0
98800708,0.99828476,1
98800709,0.9991683,1
98800710,0.0005774122,0
98800711,0.9995084,1
98800712,0.9776869,1
98800713,0.6317083,0
98800714,0.015715461,0
98800715,0.0018570635,0
98800716,0.176823,0
98800717,0.56288344,0
98800718,0.5939055,1
98800719,0.0027759322,0
98800720,0.998533,1
98800721,0.00041497799,0
98800722,0.9346078,1
98800723,0.002770162,0
98800724,0.9989384,1
98800725,0.056982,0
98800726,0.99725574,1
98800727,0.9994843,1
98800728,0.99442935,1
98800729,0.9976373,1
98800730,0.9948655,1
98800731,0.99889237,1
98800732,0.994894,1
98800733,0.002378944,0
98800734,0.9994553,1
98800735,0.99869436,1
98800736,0.99150264,1
98800737,0.99621457,1
98800738,0.9414566,1
98800739,0.97044677,1
98800740,0.51513016,0
98800741,0.99976784,1
98800742,0.997863,1
98800743,0.0009180335,0
98800744,0.99958366,1
98800745,0.0002739198,0
98800746,0.9986702,1
98800747,0.003178071,0
98800748,0.99990714,1
98800749,0.9986332,1
98800750,0.9992654,1
98800751,0.003543027,0
98800752,0.9570165,1
98800753,0.99930763,1
98800754,0.009227876,0
98800755,0.0059944144,0
98800756,0.99985456,1
98800757,0.045831762,0
98800758,0.21869412,0
98800759,0.99940765,1
98800760,0.0009823472,0
98800761,0.035059243,0
98800762,0.00016792184,0
98800763,0.0029563282,0
98800764,0.0062781344,0
98800765,0.006201339,0
98800766,0.0892124,0
98800767,0.9897378,1
98800768,0.9930119,1
98800769,0.99915576,1
98800770,0.17395253,0
98800771,0.99833196,1
98800772,0.0006779672,0
98800773,0.9992162,1
98800774,0.0034008517,0
98800775,0.99950004,1
98800776,0.040568087,0
98800777,0.17436038,0
98800778,0.0036594223,0
98800779,0.06577034,0
98800780,0.999395,1
98800781,0.8727081,1
98800782,0.9998006,1
98800783,0.001177257,0
98800784,0.99798346,1
98800785,0.9996897,1
98800786,0.99686533,1
98800787,0.9392544,1
98800788,0.9868233,1
98800789,0.99927574,1
98800790,0.9996803,1
98800791,0.0025321913,0
98800792,0.9993462,1
98800793,0.0036676025,0
98800794,0.0005091269,0
98800795,0.0006593491,0
98800796,0.001722331,0
98800797,0.0013278517,0
98800798,0.07208984,0
98800799,0.99910104,1
98800800,0.0008960693,0
98800801,0.002024652,0
98800802,0.9942556,1
98800803,0.99982435,1
98800804,0.9994972,1
98800805,0.1205516,0
98800806,0.11415811,0
98800807,0.008696997,0
98800808,0.21635665,1
98800809,0.9932666,1
98800810,0.00096463267,0
98800811,0.9971523,1
98800812,0.0009078113,0
98800813,0.0029752376,0
98800814,0.9576045,1
98800815,0.99939156,1
98800816,0.9979291,1
98800817,0.95008755,1
98800818,0.998489,1
98800819,0.019696176,0
98800820,0.006642654,0
98800821,0.97943443,1
98800822,0.99866295,1
98800823,0.0009602742,0
98800824,0.9986707,1
98800825,0.6869449,0
98800826,0.0047566784,0
98800827,0.0101166265,0
98800828,0.0011807481,0
98800829,0.016937304,0
98800830,0.99233764,1
98800831,0.9197949,1
98800832,0.036597054,0
98800833,0.21670699,0
98800834,0.99456656,1
98800835,0.0016698596,0
98800836,0.9996295,1
98800837,0.9979527,1
98800838,0.9938537,1
98800839,0.0018452872,0
98800840,0.025844162,0
98800841,0.014159675,0
98800842,0.81210345,1
98800843,0.9988024,1
98800844,0.35312328,1
98800845,0.001093695,0
98800846,0.0005026176,0
98800847,0.99948764,1
98800848,0.00018832425,0
98800849,0.07979973,0
98800850,0.008045051,0
98800851,0.9997774,1
98800852,0.0074651577,0
98800853,0.0016137826,0
98800854,0.011140089,0
98800855,0.99850804,1
98800856,0.99561846,1
98800857,0.9940554,1
98800858,0.13366228,0
98800859,0.9959662,1
98800860,0.02930041,0
98800861,0.96673954,1
98800862,0.0068684337,0
98800863,0.01585875,0
98800864,0.9994137,1
98800865,0.004506711,0
98800866,0.015365521,0
98800867,0.00044585526,0
98800868,0.9994814,1
98800869,0.87101185,1
98800870,0.002235783,0
98800871,0.0031683804,0
98800872,0.0010973817,0
98800873,0.0022323807,0
98800874,0.9987729,1
98800875,0.99915063,1
98800876,0.9823294,1
98800877,0.2882851,0
98800878,0.0015146127,0
98800879,0.9990237,1
98800880,0.9970638,1
98800881,0.99158573,1
98800882,0.58427036,1
98800883,0.64615065,1
98800884,0.9688778,1
98800885,0.9887838,1
98800886,0.0018852782,0
98800887,0.9990237,1
98800888,0.99964213,1
98800889,0.9976432,1
98800890,0.58030826,1
98800891,0.99549544,1
98800892,0.03789362,0
98800893,0.0015117956,0
98800894,0.9921428,1
98800895,0.9983937,1
98800896,0.001897264,0
98800897,0.9993369,1
98800898,0.9927689,1
98800899,0.9962702,1
98800900,0.98467493,1
98800901,0.02394017,0
98800902,0.0043029864,0
98800903,0.9956731,1
98800904,0.9998808,1
98800905,0.9995939,1
98800906,0.99809164,1
98800907,0.0013182234,0
98800908,0.0125976475,0
98800909,0.9991721,1
98800910,0.7183736,1
98800911,0.00158717,0
98800912,0.62389344,1
98800913,0.044733554,0
98800914,0.9997429,1
98800915,0.99684525,1
98800916,0.5822247,0
98800917,0.9979778,1
98800918,0.4492985,1
98800919,0.018958103,0
98800920,0.0006455668,0
98800921,0.9952312,1
98800922,0.9777606,1
98800923,0.002360003,0
98800924,0.060477335,0
98800925,0.0444704,0
98800926,0.009635796,0
98800927,0.0030918824,0
98800928,0.9992238,1
98800929,0.8931855,1
98800930,0.055748116,0
98800931,0.9247499,1
98800932,0.9833077,1
98800933,0.0016738501,0
98800934,0.9988802,1
98800935,0.9983444,1
98800936,0.0021570718,0
98800937,0.015524906,0
98800938,0.9673488,1
98800939,0.0026562093,0
98800940,0.99823403,1
98800941,0.49768475,0
98800942,0.9990459,1
98800943,0.020244,0
98800944,0.9861123,1
98800945,0.99971706,1
98800946,0.9954277,1
98800947,0.9816149,1
98800948,0.012877379,0
98800949,0.0018645285,0
98800950,0.07283208,0
98800951,0.8018607,1
98800952,0.5816954,0
98800953,0.987135,1
98800954,0.9884687,1
98800955,0.99346465,1
98800956,0.99891317,1
98800957,0.0034290906,0
98800958,0.002019406,0
98800959,0.02614705,0
98800960,0.9902774,1
98800961,0.9978769,1
98800962,0.9849253,1
98800963,0.9993643,1
98800964,0.9968623,1
98800965,0.99867356,1
98800966,0.00082141405,0
98800967,0.9991841,1
98800968,0.971102,1
98800969,0.99884844,1
98800970,0.00418616,0
98800971,0.0141401505,0
98800972,0.9965264,1
98800973,0.99936277,1
98800974,0.91190475,1
98800975,0.006067544,0
98800976,0.016964337,0
98800977,0.9974251,1
98800978,0.9963756,1
98800979,0.67385477,1
98800980,0.17553143,0
98800981,0.9992539,1
98800982,0.9915686,1
98800983,0.0020930434,0
98800984,0.0012918401,0
98800985,0.012241795,0
98800986,0.000732294,0
98800987,0.00081330346,0
98800988,0.063044086,0
98800989,0.0008108555,0
98800990,0.026247483,0
98800991,0.9978624,1
98800992,0.96160984,1
98800993,0.016156344,0
98800994,0.99894613,1
98800995,0.0019583595,0
98800996,0.9920569,1
98800997,0.9995493,1
98800998,0.9990951,1
98800999,0.017009912,0
98801000,0.9778039,1
98801001,0.5906905,0
98801002,0.01063995,0
98801003,0.05204568,0
98801004,0.29557198,0
98801005,0.6055328,0
98801006,0.62112194,1
98801007,0.0012496433,0
98801008,0.9989396,1
98801009,0.006569877,0
98801010,0.2775274,1
98801011,0.053062145,0
98801012,0.14202498,0
98801013,0.99896383,1
98801014,0.023670351,0
98801015,0.19810513,0
98801016,0.9996258,1
98801017,0.07075851,1
98801018,0.9573835,1
98801019,0.99901986,1
98801020,0.9990876,1
98801021,0.99968696,1
98801022,0.0007667709,0
98801023,0.99938226,1
98801024,0.0029511254,0
98801025,0.122947074,0
98801026,0.00046290463,0
98801027,0.9976432,1
98801028,0.99947435,1
98801029,0.5819742,1
98801030,0.0019364043,0
98801031,0.93550545,1
98801032,0.0018064952,0
98801033,0.98607486,1
98801034,0.99944204,1
98801035,0.99579453,1
98801036,0.9998337,1
98801037,0.0039374996,0
98801038,0.31916314,0
98801039,0.99693835,1
98801040,0.6607388,1
98801041,0.00061703305,0
98801042,0.22283475,0
98801043,0.99966216,1
98801044,0.00036535464,0
98801045,0.56551325,1
98801046,0.0007744761,0
98801047,0.99756134,1
98801048,0.0014259252,0
98801049,0.02420832,0
98801050,0.0004411526,0
98801051,0.004416212,0
98801052,0.9840587,1
98801053,0.0041431086,0
98801054,0.99817145,1
98801055,0.0040001357,0
98801056,0.022418626,0
98801057,0.7558337,1
98801058,0.00025387522,0
98801059,0.0067002284,0
98801060,0.99871945,1
98801061,0.998386,1
98801062,0.3305457,1
98801063,0.99932265,1
98801064,0.9933656,1
98801065,0.02875668,0
98801066,0.0025545196,0
98801067,0.99922323,1
98801068,0.009497983,0
98801069,0.99785525,1
98801070,0.9996898,1
98801071,0.9728361,1
98801072,0.9989349,1
98801073,0.006122001,0
98801074,0.99970216,1
98801075,0.0038030418,0
98801076,0.9996106,1
98801077,0.99903834,1
98801078,0.9401772,1
98801079,0.00096105394,0
98801080,0.83341295,1
98801081,0.9984397,1
98801082,0.005150458,0
98801083,0.006050237,0
98801084,0.99314207,1
98801085,0.999846,1
98801086,0.99821186,1
98801087,0.6547144,1
98801088,0.0014031976,0
98801089,0.01566234,0
98801090,0.9925,1
98801091,0.0014367857,0
98801092,0.98793334,1
98801093,0.96423554,1
98801094,0.99721366,1
98801095,0.29570132,0
98801096,0.9562335,1
98801097,0.99115187,1
98801098,0.9982633,1
98801099,0.62391746,1
98801100,0.004386027,0
98801101,0.99418783,1
98801102,0.027820062,0
98801103,0.026268909,0
98801104,0.9714551,1
98801105,0.0026873464,0
98801106,0.9998161,1
98801107,0.0019538214,0
98801108,0.9841965,1
98801109,0.00931983,0
98801110,0.9850979,1
98801111,0.9995092,1
98801112,0.009012887,0
98801113,0.029565206,0
98801114,0.9970933,1
98801115,0.99925345,1
98801116,0.0035928718,0
98801117,0.993624,1
98801118,0.94344765,1
98801119,0.005880243,0
98801120,0.99442273,1
98801121,0.036804244,0
98801122,0.99883384,1
98801123,0.0103810765,0
98801124,0.70036775,1
98801125,0.8653991,1
98801126,0.007989653,0
98801127,0.99931777,1
98801128,0.29141012,0
98801129,0.9894546,1
98801130,0.99927956,1
98801131,0.99869484,1
98801132,0.029506154,0
98801133,0.99662197,1
98801134,0.007145021,0
98801135,0.9959418,1
98801136,0.0011509209,0
98801137,0.9994704,1
98801138,0.9972633,1
98801139,0.9896485,1
98801140,0.85999477,1
98801141,0.0043060537,0
98801142,0.3654088,1
98801143,0.0016857096,0
98801144,0.005404744,0
98801145,0.9935823,1
98801146,0.05206253,0
98801147,0.021530952,0
98801148,0.00035897936,0
98801149,0.0008944533,0
98801150,0.99694544,1
98801151,0.0035147031,0
